#OTU ID	14748.MOUSE34.CAGE16.FSPFB6.S15	14748.MOUSE10.CAGE3.FSPF3XTG.S15	14748.MOUSE17.CAGE1.FSPF3XTG.S15	14748.MOUSE13.CAGE6.FSPFB6.S15	14748.MOUSE14.CAGE6.FSPFB6.S15	14748.MOUSE33.CAGE12.FSPF3XTG.S15	14748.MOUSE9.CAGE3.FSPF3XTG.S15	14748.MOUSE35.CAGE16.FSPFB6.S15	14748.MOUSE50.CAGE50.FSPF3XTG.S7	14748.MOUSE56.CAGE53.FSPF3XTG.S7	14748.MOUSE53.CAGE50.FSPF3XTG.S7	14748.MOUSE58.CAGE53.FSPF3XTG.S7	14748.MOUSE19.CAGE2.FSPF3XTG.S15	14748.MOUSE51.CAGE50.FSPF3XTG.S7	14748.MOUSE59.CAGE54.FSPFB6.S7	14748.MOUSE60.CAGE54.FSPFB6.S7	14748.MOUSE89.CAGE22.FSPF3XTG.S12	14748.MOUSE32.CAGE12.FSPF3XTG.S15	14748.MOUSE87.CAGE21.FSPF3XTG.S12	14748.MOUSE11.CAGE6.FSPFB6.S15	14748.MOUSE18.CAGE1.FSPF3XTG.S15	14748.MOUSE54.CAGE50.FSPF3XTG.S7	14748.MOUSE106.CAGE70.MSPF3XTG.S7	14748.MOUSE117.CAGE62.FSPF3XTG.S7	14748.MOUSE55.CAGE53.FSPF3XTG.S7	14748.MOUSE116.CAGE62.FSPF3XTG.S7	14748.MOUSE105.CAGE69.MSPF3XTG.S7	14748.MOUSE72.CAGE20.FSPF3XTG.S12	14748.MOUSE126.CAGE40.MSPF3XTG.S12	14748.MOUSE90.CAGE22.FSPF3XTG.S12	14748.MOUSE79.CAGE27.FSPFB6.S12	14748.MOUSE77.CAGE27.FSPFB6.S12	14748.MOUSE88.CAGE21.FSPF3XTG.S12	14748.MOUSE61.CAGE54.FSPFB6.S7	14748.MOUSE102.CAGE68.MSPF3XTG.S7	14748.MOUSE104.CAGE69.MSPF3XTG.S7	14748.MOUSE78.CAGE27.FSPFB6.S12	14748.MOUSE113.CAGE74.MSPFB6.S7	14748.MOUSE110.CAGE74.MSPFB6.S7	14748.MOUSE80.CAGE27.FSPFB6.S12	14748.MOUSE81.CAGE27.FSPFB6.S12	14748.MOUSE137.CAGE46.MSPFB6.S12	14748.MOUSE103.CAGE68.MSPF3XTG.S7	14748.MOUSE134.CAGE45.MSPFB6.S12	14748.MOUSE111.CAGE74.MSPFB6.S7	14748.MOUSE115.CAGE62.FSPF3XTG.S7	14748.MOUSE132.CAGE42.MSPF3XTG.S12	14748.MOUSE130.CAGE41.MSPF3XTG.S12	14748.MOUSE143.CAGE66.FSPFB6.S12	14748.MOUSE144.CAGE66.FSPFB6.S12	14748.MOUSE84.CAGE20.FSPF3XTG.S12	14748.MOUSE145.CAGE66.FSPFB6.S12	14748.MOUSE138.CAGE46.MSPFB6.S12	14748.MOUSE36.CAGE16.FSPFB6.S15	14748.MOUSE16.CAGE7.FSPFB6.S15	14748.MOUSE12.CAGE6.FSPFB6.S15	14748.MOUSE108.CAGE73.MSPFB6.S7	14748.MOUSE128.CAGE41.MSPF3XTG.S12	14748.MOUSE127.CAGE40.MSPF3XTG.S12	14748.MOUSE52.CAGE50.FSPF3XTG.S7	14748.MOUSE15.CAGE7.FSPFB6.S15	14748.MOUSE85.CAGE20.FSPF3XTG.S12	14748.MOUSE139.CAGE46.MSPFB6.S12	14748.MOUSE107.CAGE70.MSPF3XTG.S7	14748.MOUSE129.CAGE41.MSPF3XTG.S12	14748.MOUSE109.CAGE73.MSPFB6.S7	14748.MOUSE141.CAGE47.MSPFB6.S12	14748.MOUSE140.CAGE47.MSPFB6.S12	14748.MOUSE86.CAGE21.FSPF3XTG.S12	14748.MOUSE112.CAGE74.MSPFB6.S7	14748.MOUSE114.CAGE74.MSPFB6.S7	14748.MOUSE135.CAGE45.MSPFB6.S12	14748.MOUSE136.CAGE45.MSPFB6.S12	14748.MOUSE133.CAGE42.MSPF3XTG.S12	14748.MOUSE131.CAGE42.MSPF3XTG.S12
K13730 -  inlA; internalin A	0	0	26	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0	0	0	30	2	0	0	0	0	2	0	8	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	363	0	0	0	7	0	0	0	0	0	0	10	8	0	2	0	0	0	0	0	0	0	11	0	0	0	0	5	604
K13732 -  fnbA; fibronectin-binding protein A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13734 -  sfb1; fibronectin-binding protein 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
K13735 -  yeeJ; adhesin/invasin	0	0	0	0	0	583	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	139	0	0	0	1	15	2	0	0	0	0	3	8	0	0	0	2	0	0	0	0	0	274
"K13745 -  ddc; L-2,4-diaminobutyrate decarboxylase [EC:4.1.1.86]"	0	0	0	0	0	0	0	0	0	2	0	38	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13747 -  nspC; carboxynorspermidine decarboxylase [EC:4.1.1.96]	58	363	816	638	871	42	853	68	149	559	692	397	47	402	554	837	1225	0	1819	676	493	909	0	70	2361	400	369	853	1862	66	428	947	920	1110	2121	107	227	537	884	585	757	6	298	591	470	869	424	0	0	755	156	770	733	215	720	784	442	421	873	653	1288	505	951	1469	2	232	651	706	221	502	621	553	505	1721	971
"K13771 -  nsrR; Rrf2 family transcriptional regulator, nitric oxide-sensitive transcriptional repressor"	0	0	0	0	0	29	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	9	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	34
K13775 -  atuG; citronellol/citronellal dehydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13776 -  atuH; citronellyl-CoA synthetase [EC:6.2.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13777 -  atuF; geranyl-CoA carboxylase alpha subunit [EC:6.4.1.5]	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K13787 -  idsA; geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]"	57	256	605	243	99	64	708	96	150	245	464	616	29	191	361	484	561	0	455	196	623	377	0	41	820	445	780	371	905	12	114	249	110	783	194	35	34	119	165	48	127	0	172	729	507	692	236	0	0	489	90	634	561	218	351	99	212	399	492	266	631	326	614	1089	1	101	1272	829	17	104	355	979	537	1307	554
K13788 -  pta; phosphate acetyltransferase [EC:2.3.1.8]	0	0	0	8	7	99	0	0	0	5	0	23	0	0	0	2	0	0	5	0	0	0	0	0	38	0	0	8	0	0	2	14	1	2	2	0	0	10	11	17	39	0	0	0	305	0	93	0	0	0	0	8	108	0	0	0	10	4	13	0	1	2	0	17	1	0	88	26	28	16	24	1	0	3	1174
"K13789 -  GGPS; geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]"	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	2	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	5	267
"K13794 -  tcuR; LysR family transcriptional regulator, regulatory protein for tcuABC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K13796 -  cobZ, tcuA; tricarballylate dehydrogenase"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13797 -  rpoBC; DNA-directed RNA polymerase subunit beta-beta' [EC:2.7.7.6]	0	27	0	0	0	0	70	0	2	0	8	0	0	2	0	0	0	0	10	0	8	232	0	1	0	4	15	4	6	0	0	0	46	0	6	107	0	0	0	0	0	0	47	0	0	10	452	0	0	0	6	0	0	0	0	0	0	4	0	4	0	130	0	14	0	0	0	0	1124	0	0	0	0	16	1166
K13818 -  mobAB; molybdopterin-guanine dinucleotide biosynthesis protein [EC:2.7.7.77]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
K13819 -  K13819; NifU-like protein	0	5	0	0	0	0	13	0	0	0	0	0	0	0	0	3	0	0	2	0	0	19	0	0	4	1	5	0	1	0	0	0	7	0	2	12	0	0	0	0	0	0	25	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	10	0	0	0	0	126	0	0	0	0	9	86
"K13821 -  putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]"	0	8	0	29	14	228	16	1	0	9	1	36	0	2	57	49	0	0	0	7	5	73	0	0	74	0	0	0	0	0	40	113	9	173	8	18	33	4	3	556	1036	0	14	43	6	0	122	0	0	103	1	369	96	12	0	0	33	0	1	2	39	29	142	4	9	26	51	99	277	3	1	24	56	0	350
K13829 -  aroKB; shikimate kinase / 3-dehydroquinate synthase [EC:2.7.1.71 4.2.3.4]	0	0	0	30	32	0	0	0	0	2	0	0	0	0	0	15	0	0	9	0	0	0	0	0	18	0	0	3	0	0	4	24	2	1	5	0	0	21	14	22	40	0	0	0	534	0	100	0	0	2	0	20	70	0	0	1	18	3	5	0	4	17	1	41	4	2	152	69	41	13	22	2	2	0	1779
"K13853 -  aroG, aroA; 3-deoxy-7-phosphoheptulonate synthase / chorismate mutase [EC:2.5.1.54 5.4.99.5]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
K13874 -  araB; L-arabinonolactonase [EC:3.1.1.15]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K13877 -  aldH; 2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K13888 -  macA; membrane fusion protein, macrolide-specific efflux system"	0	0	0	0	0	62	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	25
K13889 -  gsiB; glutathione transport system substrate-binding protein	0	0	0	0	0	80	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	34	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	33
K13890 -  gsiC; glutathione transport system permease protein	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
K13891 -  gsiD; glutathione transport system permease protein	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
K13892 -  gsiA; glutathione transport system ATP-binding protein	0	0	0	0	0	79	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	3	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	51
K13893 -  yejA; microcin C transport system substrate-binding protein	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	28
K13894 -  yejB; microcin C transport system permease protein	0	0	0	8	8	60	4	0	0	2	2	8	0	0	40	4	0	0	0	0	4	9	0	0	20	0	0	0	0	0	8	45	0	51	0	11	16	0	0	191	341	0	0	12	0	0	17	0	0	40	0	144	25	0	0	0	0	2	0	0	4	12	48	0	0	0	8	23	83	0	0	19	16	0	108
K13895 -  yejE; microcin C transport system permease protein	0	0	0	4	16	50	5	0	0	0	0	6	0	0	20	15	0	0	0	0	0	11	0	0	17	0	0	0	3	0	8	52	4	55	0	5	19	0	0	235	360	0	2	16	0	2	41	0	0	29	0	150	16	0	0	4	4	2	4	0	8	9	27	2	0	0	7	58	115	0	0	8	4	2	107
K13896 -  yejF; microcin C transport system ATP-binding protein	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	19	0	0	0	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
K13918 -  gudX; glucarate dehydratase-related protein	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	39
K13919 -  pduD; propanediol dehydratase medium subunit [EC:4.2.1.28]	0	0	0	6	6	27	0	1	0	2	0	92	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	9	0	0	0	0	0	2	6	0	0	3	2	0	0	0	0	0	0	0	0	0	0	12	0	2	1	0	0	0	9	0	0	0	2	0	0	2	0	3	31	2	7
K13920 -  pduE; propanediol dehydratase small subunit [EC:4.2.1.28]	0	0	0	9	3	22	0	0	0	0	0	84	0	0	0	2	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	4	0	0	7	3	0	3	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	2	0	2	30	0	3
K13921 -  pduQ; 1-propanol dehydrogenase	1	0	2	9	7	61	2	2	2	10	1	160	0	0	8	4	6	0	0	3	9	2	0	0	12	0	23	0	2	1	0	2	2	11	10	4	4	2	6	2	23	0	5	17	16	2	6	0	0	0	7	2	13	4	0	16	0	0	5	0	4	0	22	0	1	0	1	8	44	6	2	1	70	0	29
K13922 -  pduP; propionaldehyde dehydrogenase [EC:1.2.1.87]	1	4	17	21	18	72	39	1	0	3	0	201	0	0	7	7	0	0	2	10	80	0	0	3	11	0	22	0	4	0	13	0	8	24	0	2	6	4	2	6	21	0	24	9	6	2	9	0	0	0	26	1	14	0	4	4	3	3	19	0	22	0	24	3	2	0	12	17	315	8	13	4	83	0	36
K13923 -  pduL; phosphate propanoyltransferase [EC:2.3.1.222]	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
K13926 -  rbbA; ribosome-dependent ATPase	0	0	0	0	0	161	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	58	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118
K13927 -  citXG; holo-ACP synthase / triphosphoribosyl-dephospho-CoA synthase [EC:2.7.7.61 2.4.2.52]	0	2	0	2	0	0	2	0	2	7	0	7	0	1	6	0	0	0	0	0	6	3	0	1	8	0	2	0	0	1	0	0	0	2	0	1	16	4	0	6	10	0	2	1	2	1	14	0	0	0	0	6	5	0	0	0	0	0	4	0	0	2	2	1	0	4	4	0	32	6	0	0	0	0	6
"K13928 -  mdcR; LysR family transcriptional regulator, malonate utilization transcriptional regulator"	0	4	0	0	2	0	8	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	4	4	0	10	2	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	2	28
K13929 -  mdcA; malonate decarboxylase alpha subunit [EC:2.3.1.187]	0	6	0	12	2	3	0	0	2	3	3	36	0	0	0	0	4	0	18	2	2	1	0	0	37	2	0	12	8	0	0	0	5	0	47	5	0	12	5	0	3	0	0	0	69	4	18	0	0	0	0	6	13	0	2	0	2	10	20	3	0	14	0	0	1	10	0	0	6	4	0	0	0	4	187
K13930 -  mdcB; triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	12	0	0	0	0	0	0	12	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	53
K13931 -  mdcC; malonate decarboxylase delta subunit	0	0	0	0	0	2	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	4	0	0	0	0	2	4	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	19
K13932 -  mdcD; malonate decarboxylase beta subunit [EC:4.1.1.87]	0	2	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	9	3	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	5	0	0	0	0	0	4	2	0	0	0	0	0	0	0	1	28
K13933 -  mdcE; malonate decarboxylase gamma subunit [EC:4.1.1.87]	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	8	4	0	0	0	2	0	18	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	7	0	0	0	3	2	5	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	35
K13934 -  mdcG; phosphoribosyl-dephospho-CoA transferase [EC:2.7.7.66]	0	9	0	3	0	2	2	0	2	0	0	29	0	0	0	0	0	0	4	2	4	3	0	0	15	4	2	2	1	0	0	0	2	0	6	2	2	5	0	0	0	0	4	0	26	0	2	0	0	0	0	0	12	0	0	0	0	2	5	2	2	3	1	0	0	0	0	0	2	2	0	0	0	1	36
K13935 -  mdcH; malonate decarboxylase epsilon subunit [EC:2.3.1.39]	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	10	2	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	30
K13936 -  mdcF; malonate transporter and related proteins	67	407	828	632	710	187	1014	78	237	521	682	699	38	392	481	808	1078	0	1907	633	736	848	0	67	1926	456	784	957	1724	56	329	787	1073	1111	2063	98	164	496	830	268	569	1	369	678	1361	851	691	0	0	574	215	699	959	216	766	556	446	607	892	560	1232	610	916	1732	4	266	1402	999	99	390	609	822	634	1831	4143
K13938 -  folM; dihydromonapterin reductase / dihydrofolate reductase [EC:1.5.1.50 1.5.1.3]	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
K13940 -  sulD; dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:4.1.2.25 2.7.6.3]	2	0	13	5	2	0	1	1	2	1	0	86	0	0	6	0	0	0	0	2	8	0	0	0	21	0	6	0	1	0	4	0	2	12	0	1	2	0	0	0	7	0	7	6	6	0	3	0	0	0	9	0	44	2	0	9	0	12	2	0	4	0	14	0	4	1	0	4	14	2	4	3	48	0	5
"K13953 -  adhP; alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]"	2	18	24	45	8	133	67	5	131	7	19	218	4	2	0	18	31	0	90	0	3	212	0	3	244	0	94	70	39	0	0	2	312	106	169	19	0	25	10	11	60	0	44	4	86	14	100	0	0	0	55	0	18	99	6	2	13	141	35	292	4	157	2	36	4	0	5	21	141	41	17	12	26	44	368
K13954 -  yiaY; alcohol dehydrogenase [EC:1.1.1.1]	0	0	0	0	0	64	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	2	0	0	87	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49
K13979 -  yahK; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	0	0	0	0	0	43	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	19
K13985 -  NAPEPLD; N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D [EC:3.1.4.54]	0	6	0	0	3	0	7	0	0	0	4	4	0	0	3	3	2	0	2	0	0	39	0	0	29	0	2	0	8	0	3	0	5	6	0	3	0	3	0	0	3	0	2	0	0	0	310	0	0	6	2	0	5	0	0	0	4	8	4	0	2	19	13	0	0	3	0	12	89	0	0	0	0	7	478
K13990 -  FTCD; glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4]	107	330	1542	1089	1272	85	1554	165	408	1043	1134	992	81	628	1126	1482	2000	0	3288	990	1177	1378	0	100	3839	637	1149	1291	2389	90	486	1448	1583	2119	4112	113	372	963	1609	638	651	2	475	1237	1229	1584	820	0	0	1292	258	1191	1682	500	1509	1211	631	811	1244	1113	2161	746	1337	2604	12	315	2719	1398	56	733	1252	1494	970	2947	1034
K13993 -  HSP20; HSP20 family protein	0	12	9	25	11	56	36	2	45	3	2	37	0	5	5	0	8	0	34	1	10	82	0	2	84	2	43	12	40	1	22	7	149	1	45	17	6	20	0	2	58	0	37	5	38	6	231	0	0	3	22	8	33	45	1	5	6	85	33	137	3	93	15	30	5	0	0	14	99	27	13	4	32	12	397
K13995 -  nicF; maleamate amidohydrolase [EC:3.5.1.107]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14048 -  ureAB; urease subunit gamma/beta [EC:3.5.1.5]	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	0	0	0	2	0	0	0	6	0	3	3	0	0	0	0	0	0	1	0	0	0	35	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	53	0	0	0	0	2	54
K14051 -  gmr; c-di-GMP phosphodiesterase Gmr [EC:3.1.4.52]	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
K14052 -  puuP; putrescine importer	0	2	0	21	9	68	4	1	4	5	2	57	0	0	0	0	0	0	8	0	8	4	0	2	51	0	3	0	6	0	0	1	9	0	7	0	2	8	4	0	20	0	6	0	129	0	23	0	0	2	0	26	41	0	0	0	1	19	5	20	6	11	5	0	3	2	5	0	8	8	7	0	0	0	135
K14053 -  ompG; outer membrane protein G	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
K14054 -  mpaA; murein peptide amidase A	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
